Athlete ID,competition_scope,championship,season_note
AT_DN_XX_4568,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_DH_7077,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_DO_0701,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_KU_6169,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_MR_0702,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_MR_2915,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_SA_0700,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_SH_2914,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_UD_2913,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DO_XX_2912,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_DR_CH_0704,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DR_CH_2916,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DR_XX_0703,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_AB_0706,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_BH_5474,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_CH_0705,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_CH_0709,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_DA_4569,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_HI_3026,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_HI_7079,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_KU_4570,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_KU_7078,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_SE_2918,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_SH_0707,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_SI_2917,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_SI_5388,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_DU_SI_6161,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_D_HA_4457,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_D_LA_0585,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_D_P_0586,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_D_R_5503,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_ED_HE_6362,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_ED_JA_6121,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_ED_JA_6150,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_ED_MA_0710,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_EE_BH_2921,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EE_KI_4571,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_EK_PR_0715,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_EK_RA_0711,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_EK_SA_4573,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_EK_XX_0714,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_KU_2922,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_PA_0720,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_R_0718,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_SI_5536,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_TH_0721,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_VA_0719,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_EL_V_0716,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_EM_KU_6137,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EM_PA_6059,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EM_S_0722,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_EN_WI_6367,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_ER_LA_0723,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_EU_SH_6368,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_EV_MA_0724,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_EZ_ST_4576,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_AH_2926,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_AL_0725,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_AN_2924,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_DE_2925,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_KH_7080,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_FA_XX_5538,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_FE_K_2927,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_FI_MA_6052,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_FL_BA_0726,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_AN_6053,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_AT_2940,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_BH_0738,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_DA_0740,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_DA_5544,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_GO_7082,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_GU_2943,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_G_2944,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KA_0731,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KA_6374,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_0732,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_0742,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_2930,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_4582,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_6375,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_KU_7083,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_L_2931,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_MA_0735,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_MA_0743,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_MU_0748,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_M_7440,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_NA_4581,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_NA_5540,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_NA_5542,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_NI_2937,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_PA_0744,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_PA_0745,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_PR_4579,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_PU_6377,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_0727,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_0728,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_0749,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_2933,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_2935,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_2936,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_SI_2941,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_TH_5541,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_TY_2932,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_UL_0747,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_VE_0729,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_XX_0733,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_XX_0736,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_XX_2939,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_XX_5543,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_XX_5545,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_YA_0730,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_YA_0734,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_YA_0746,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_YA_2942,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GA_YA_4580,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_A_0752,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_CH_4130,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_DA_0753,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_DE_2945,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_MA_4585,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_RA_0751,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GE_XX_0750,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GH_AL_7085,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GH_HA_0755,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_GE_4586,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_I_4131,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_ME_4587,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_RA_0757,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_SE_5546,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GI_ST_0756,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GL_NA_2946,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_AL_2955,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_BI_4589,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_G_2949,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_G_2953,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_G_6382,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_KO_5112,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_KU_4135,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_KU_5549,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_K_0760,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_MI_6387,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_MU_4593,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_M_0762,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_M_0770,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_NA_0761,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_NA_0767,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_N_0027,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_PA_2948,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_PA_2950,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_PA_4132,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_PR_7086,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_P_5552,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_RA_5550,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_RA_7121,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_R_5547,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_SH_0768,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_SH_2952,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_SH_6054,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_SI_0765,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_S_6385,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_U_2947,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_VI_2954,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_VI_4591,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_XX_0763,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_XX_0769,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_XX_0771,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GO_YA_4134,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_AL_6390,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_GL_2956,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_MA_2957,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_ME_4594,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_PC_5553,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GR_XX_6391,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_CH_2962,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_FA_5555,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_G_4008,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KA_0773,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KA_0781,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KA_0789,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KA_0790,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KA_7092,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KU_5556,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_KU_6151,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_L_0788,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_MA_7093,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_NA_0791,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_PA_2966,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_PR_0777,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_PR_2960,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_PR_4597,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_RA_2959,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0774,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0778,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0779,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0780,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0782,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0783,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_0785,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_2958,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_2963,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_2964,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_5380,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_5927,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_6397,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_7091,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_SI_7094,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_VA_2961,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_VA_6055,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_V_0775,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_XX_0786,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_XX_2965,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_XX_4596,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_XX_6170,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_XX_6392,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_YA_0772,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_GU_YA_5554,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_GY_RA_4598,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GY_SI_0792,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_GY_SI_4289,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_G_VE_2929,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_AD_2978,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_A_7096,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_BA_3450,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_BA_6408,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_BE_2972,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_BE_2974,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_BI_4617,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_0303,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_0826,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_2971,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_2981,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_2987,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_6403,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_CH_7104,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_DH_0795,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_FA_2968,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_FA_6399,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_GI_4138,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_GO_0830,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_GR_0798,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_HU_3002,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_IO_7098,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_I_2977,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_JO_2983,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KA_0803,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KA_2967,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KA_4602,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_0799,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_0800,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_0806,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_0829,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_2973,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_2979,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_2988,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_KU_2989,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_LA_5572,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_MU_5569,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_NA_7107,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_NI_6266,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_PU_0813,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_P_4618,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_RA_0827,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_RA_2991,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_RA_5567,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_R_0804,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_R_0832,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_R_4609,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SA_0833,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SA_2992,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SA_2994,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SA_7106,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SE_0831,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SH_7392,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0797,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0801,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0802,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0809,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0810,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0811,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0812,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0815,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0816,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0817,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0818,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0819,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0821,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0822,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0823,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0825,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_0828,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_2982,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_2984,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_2993,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_2995,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_2997,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_4139,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_4605,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_4612,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_4614,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_5563,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_5565,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_6058,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_SI_7110,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_S_2975,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_S_4616,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_S_7108,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_0012,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_0805,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_5562,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_5568,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_5570,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_6400,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_XX_7097,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_YA_2976,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HA_YA_5561,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_BA_3005,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_BO_4621,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_CH_4623,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_CH_6409,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_EL_0846,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_E_5574,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_GU_0845,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_KH_0844,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_KU_0842,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
