Athlete ID,Athlete Name,Event Name,Category,Age,Gender,Converted to Standard Units,Mean,Median,Standard Deviation,Best Score,Slope,Qualification Standard,Medal Standard,LR_Mean_Qualify,LR_Mean_Medal,LR_Median_Qualify,LR_Median_Medal,LR_Best_Qualify,LR_Best_Medal,Bayes_Mean_Qualify,Bayes_Mean_Medal,Bayes_Median_Qualify,Bayes_Median_Medal,Bayes_Best_Qualify,Bayes_Best_Medal,RF_Mean_Qualify,RF_Mean_Medal,RF_Median_Qualify,RF_Median_Medal,RF_Best_Qualify,RF_Best_Medal,GB_Mean_Qualify,GB_Mean_Medal,GB_Median_Qualify,GB_Median_Medal,GB_Best_Qualify,GB_Best_Medal,MC_Mean_Qualify,MC_Mean_Medal,MC_Median_Qualify,MC_Median_Medal,MC_Best_Qualify,MC_Best_Medal,cleaning_issues,performance_flag_ok
AT_RO_PE_1841,Rohan Pegu,Men's Javelin Throw,Throw,20.0,Male,51.12,51.12,51.12,,51.12,,85.5,89.45,3.0,2.3,3.0,2.3,3.0,2.3,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_YA_1842,Rohan Yadav,Men's Javelin Throw,Throw,19.0,Male,"69, 69.73, 68.73",69.15333333333335,69.0,0.5173329037798899,69.73,-0.135,85.5,89.45,12.7,9.2,12.5,9.0,13.4,9.8,26.1,15.6,26.1,15.6,26.1,15.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_XX_1843,Rohit,Men's 100m,Track,25.0,Male,"10.580, 10.680, 10.580, 10.580, 10.680, 10.580",10.613333333333332,10.58,0.051639777949432,10.58,0.0,10.0,9.79,48.3,42.4,49.1,43.3,49.1,43.3,31.3,20.9,31.3,20.9,31.3,20.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_XX_1843,Rohit,Men's 5000m,Track,25.0,Male,890.200,890.2,890.2,,890.2,,785.0,793.66,31.7,34.5,31.7,34.5,31.7,34.5,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_XX_1843,Rohit,Men's High Jump,Jump,25.0,Male,"2, 2.11",2.055,2.055,0.0777817459305203,2.11,0.11,2.33,2.36,38.2,35.5,38.2,35.5,44.4,41.4,35.4,25.3,35.4,25.3,35.4,25.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.4,0.7,0.3,0.0,9.6,4.0,,True
AT_RO_XX_1845,Rohit,"Men's 10,000m",Track,27.0,Male,"1814.470, 1846.660, 1806.640",1822.59,1814.47,21.20968882374282,1806.64,-3.915,1620.0,1603.2,43.0,40.0,44.2,41.3,45.5,42.5,36.3,25.9,36.3,25.9,36.3,25.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_BA_1846,Rohit Bansiwal,"Women's 10,000m",Track,21.0,Female,"1986.010, 1879.360",1932.685,1932.685,75.41293821354536,1879.36,-106.65,1840.0,1844.33,55.3,55.9,55.3,55.9,62.5,63.1,35.3,25.2,35.3,25.2,35.3,25.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,61.2,58.3,61.4,85.2,86.8,,True
AT_RO_KA_1848,Rohit Kalsi,Men's Long Jump,Jump,18.0,Male,"6.62, 6.72",6.67,6.67,0.0707106781186545,6.72,0.1,8.27,8.36,24.8,23.2,24.8,23.2,25.9,24.3,32.9,23.5,32.9,23.5,32.9,23.5,95.0,95.0,95.0,95.0,95.0,95.0,93.9,93.9,93.9,93.9,94.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_KU_1849,Rohit Kumar,"Men's 10,000m",Track,,Male,"1748.950, 1784.470, 1819.900",1784.4399999999998,1784.47,35.47500951374082,1748.95,35.475,1620.0,1603.2,21.8,19.9,21.8,19.9,25.6,23.5,23.3,14.0,23.3,14.0,23.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,93.8,93.8,93.8,94.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_KU_1849,Rohit Kumar,Men's 5000m,Track,,Male,858.670,858.67,858.67,,858.67,,785.0,793.66,37.3,40.0,37.3,40.0,37.3,40.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,94.3,94.2,94.3,94.2,94.3,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_KU_1850,Rohit Kumar,Men's 3000m Steeplechase,Track,21.0,Male,625.880,625.88,625.88,,625.88,,495.0,486.41,11.0,9.0,11.0,9.0,11.0,9.0,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_PA_1852,Rohit Patil,Men's Pole Vault,Jump,25.0,Male,"4.6, 4.7",4.65,4.65,0.0707106781186548,4.7,0.1,5.82,5.95,25.0,21.8,25.0,21.8,26.7,23.4,36.2,25.9,36.2,25.9,36.2,25.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_RA_1853,Rohit Raj,Men's High Jump,Jump,15.0,Male,1.65,1.65,1.65,,1.65,,2.33,2.36,7.8,7.2,7.8,7.2,7.8,7.2,28.5,19.0,28.5,19.0,28.5,19.0,95.0,95.0,95.0,95.0,95.0,95.0,92.9,92.8,92.9,92.8,92.9,92.8,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_RA_1853,Rohit Raj,Men's Javelin Throw,Throw,15.0,Male,"42.1, 47.47",44.785,44.785,3.797163414971761,47.47,5.37,85.5,89.45,0.9,0.7,0.9,0.7,1.3,1.1,30.4,21.7,30.4,21.7,30.6,21.9,0.0,0.0,0.0,0.0,0.0,0.0,89.0,88.3,89.0,88.3,89.9,89.3,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_VE_1854,Rohit Verma,Men's 3000m Steeplechase,Track,,Male,"560.200, 524.800, 529.010, 533.000, 526.300",534.662,529.01,14.612313985129164,524.8,-5.96,495.0,486.41,45.7,41.2,48.4,43.9,50.3,45.9,32.3,23.1,32.3,23.1,32.3,23.1,0.0,0.0,0.0,0.0,0.0,0.0,94.3,94.3,94.4,94.3,94.4,94.3,1.0,0.5,3.4,0.7,4.8,1.0,,True
AT_RO_YA_1855,Rohit Yadav,Men's Javelin Throw,Throw,,Male,"82.22, 83.4, 76.37, 79.78, 80.47, 76.32, 83.65, 72.5, 83.65, 73.57, 79.31, 74.85, 80.42, 78.72, 77.81",78.86933333333333,79.31,3.6070396779208376,83.65,-0.2407,85.5,89.45,21.4,15.4,22.4,16.1,32.6,24.1,22.7,13.6,22.7,13.6,22.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0,93.8,93.6,93.9,93.6,94.1,93.9,2.8,0.4,3.6,0.2,26.4,4.5,,True
AT_RO_CH_1856,Rohith Chandran V V,Men's Hammer Throw,Throw,18.0,Male,47.03,47.03,47.03,,47.03,,78.2,79.97,2.8,2.5,2.8,2.5,2.8,2.5,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,91.2,91.5,91.2,91.5,91.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_TA_1858,Roma Tandel,Women's Long Jump,Jump,19.0,Female,"5.18, 4.9, 4.97",5.016666666666667,4.97,0.145716619962629,5.18,-0.105,6.86,6.98,5.1,4.5,4.8,4.2,6.4,5.7,25.5,15.3,25.5,15.3,25.5,15.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_BA_1859,Ronald Babu,Men's 110m Hurdles,Track,,Male,"14.370, 14.400, 14.240, 14.320, 14.350, 14.370, 14.620, 14.110, 14.300, 14.320, 14.480",14.352727272727272,14.35,0.1292355143983964,14.11,0.0024,13.27,13.09,27.3,24.5,27.4,24.6,31.0,28.0,23.5,14.1,23.5,14.1,23.5,14.1,95.0,95.0,95.0,95.0,95.0,95.0,94.0,93.9,94.0,93.9,94.1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_TH_1860,Ronit Thakur,Men's Javelin Throw,Throw,16.0,Male,"49.43, 35.91, 48.78",44.70666666666667,48.78,7.625066119931903,49.43,-0.325,85.5,89.45,0.3,0.2,0.5,0.4,0.5,0.4,19.7,11.8,20.0,12.0,20.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,84.8,83.7,86.7,85.7,87.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_SI_1861,Rooparmaan Sing Nagra,Men's Javelin Throw,Throw,18.0,Male,"41, 49.73",45.365,45.365,6.1730421997585605,49.73,8.73,85.5,89.45,0.9,0.7,0.9,0.7,1.4,1.1,28.7,20.5,28.7,20.5,29.1,20.8,0.0,0.0,0.0,0.0,0.0,0.0,88.7,88.0,88.7,88.0,90.1,89.4,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_KM_DE_1862,Km Deeksha,Women's 1500m,Track,,Female,"267.770, 258.380, 263.000, 269.000, 265.910",264.812,265.91,4.247018954513852,258.38,0.69,242.5,232.56,24.1,16.7,23.3,16.0,29.1,20.8,23.4,14.0,23.4,14.0,23.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,93.6,93.9,93.6,94.0,93.8,0.0,0.0,0.0,0.0,0.1,0.0,,True
AT_KM_DE_1862,Km Deeksha,Women's 800m,Track,,Female,"127.780, 128.150",127.965,127.965,0.2616295090390257,127.78,0.37,119.3,117.15,30.5,26.6,30.5,26.6,30.9,26.9,23.7,14.2,23.7,14.2,23.7,14.2,0.0,0.0,0.0,0.0,0.0,0.0,94.1,94.0,94.1,94.0,94.1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_YA_1863,Roshani Yadav,Women's 200m,Track,19.0,Female,"26.030, 26.130, 25.670, 25.590",25.855,25.85,0.2650157228040103,25.59,-0.178,22.57,22.08,38.2,32.3,38.3,32.3,41.1,35.0,36.4,26.0,36.4,26.0,36.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_YA_1863,Roshani Yadav,Women's 400m,Track,19.0,Female,"59.510, 56.400, 58.380, 56.440, 57.130, 56.170, 56.420, 57.120",57.196250000000006,56.78,1.172700637722297,56.17,-0.2687,50.95,48.53,41.4,28.4,43.4,30.2,46.4,32.9,36.0,25.7,36.0,25.7,36.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_P_1864,Roshini P,Women's Discus Throw,Throw,20.0,Female,"37.58, 37.91",37.745,37.745,0.2333452377915594,37.91,0.33,64.5,67.51,4.1,3.2,4.1,3.2,4.2,3.2,36.5,26.1,36.5,26.1,36.5,26.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_P_1864,Roshini P,Women's Shot Put,Throw,20.0,Female,11.68,11.68,11.68,,11.68,,18.8,19.86,3.8,2.7,3.8,2.7,3.8,2.7,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_AU_1865,Roshna Augustine,Women's High Jump,Jump,22.0,Female,1.65,1.65,1.65,,1.65,,1.97,1.99,25.7,24.1,25.7,24.1,25.7,24.1,31.5,21.0,31.5,21.0,31.5,21.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RO_ME_1866,Rosy Meena Paulraj,Women's Pole Vault,Jump,,Female,"4, 4.05, 4.2, 3.1, 4, 3.9",3.875,4.0,0.3921096785339532,4.2,-0.05,4.73,4.85,5.4,4.5,7.1,5.8,10.8,8.9,21.3,12.8,21.4,12.9,21.5,12.9,0.0,0.0,0.0,0.0,0.0,0.0,92.5,92.2,92.8,92.6,93.2,93.0,0.9,0.4,2.9,1.4,7.4,4.3,,True
AT_RO_MO_1867,Rothin Mondal,Men's 100m,Track,19.0,Male,"11.320, 11.050, 11.030, 11.130, 14.130",11.732,11.13,1.3454070016169828,11.03,0.57,10.0,9.79,6.4,5.1,11.2,9.0,12.2,9.9,23.2,13.9,23.1,13.8,23.0,13.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.3,3.0,9.3,7.6,11.2,8.4,,True
AT_RU_KR_1868,Rubasri Krishnamoorthi,Women's Shot Put,Throw,20.0,Female,"15.47, 12.8",14.135000000000002,14.135000000000002,1.8879751057680825,15.47,-2.67,18.8,19.86,3.1,2.1,3.1,2.1,6.2,4.1,22.7,13.6,22.7,13.6,23.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_YA_1869,Rubina Yadav,Women's 400m,Track,24.0,Female,59.110,59.11,59.11,,59.11,,50.95,48.53,26.2,16.5,26.2,16.5,26.2,16.5,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_YA_1869,Rubina Yadav,Women's High Jump,Jump,24.0,Female,"1.75, 1.74, 1.8, 1.6, 1.74, 1.78, 1.73, 1.73, 1.74",1.734444444444445,1.74,0.0557025832235613,1.8,-0.0005,1.97,1.99,18.9,17.6,19.3,18.0,24.8,23.1,25.4,15.2,25.4,15.2,25.4,15.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.1,0.0,,True
AT_RU_MO_1870,Ruchit Mori,Men's 400m Hurdles,Track,24.0,Male,"51.080, 50.970, 51.970, 49.760, 51.140, 52.450, 51.420, 49.760, 51.420",51.10777777777778,51.14,0.8939907406927915,49.76,-0.0113,48.7,47.06,61.1,51.6,60.9,51.4,67.9,58.9,36.1,25.8,36.1,25.8,36.1,25.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.5,0.0,0.2,0.0,13.4,0.2,,True
AT_RU_XX_1871,Rudar,Men's Discus Throw,Throw,18.0,Male,"49.32, 55.04",52.18,52.18,4.044650788387052,55.04,5.72,67.2,69.97,11.2,8.5,11.2,8.5,16.7,12.7,30.7,21.9,30.7,21.9,30.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,93.0,93.3,93.0,93.6,93.4,0.9,0.1,0.7,0.1,5.5,0.9,,True
AT_RU_NA_1872,Rudra Narayan Pandey,Men's Shot Put,Throw,22.0,Male,18.39,18.39,18.39,,18.39,,21.5,22.15,29.4,24.4,29.4,24.4,29.4,24.4,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_SA_1873,Rukhmani Sahu,Women's 5000m,Track,27.0,Female,"1109.800, 1081.480",1095.64,1095.64,20.0252640432029,1081.48,-28.32,892.0,869.6,19.7,15.1,19.7,15.1,22.3,17.3,36.1,25.8,36.1,25.8,36.1,25.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_PE_1874,Runjun Pegu,Women's Javelin Throw,Throw,,Female,"43.86, 40.64, 42.56, 42.52",42.395,42.540000000000006,1.3252798446617478,43.86,-0.21,64.0,63.93,2.3,2.3,2.4,2.4,2.9,2.9,23.0,13.8,23.0,13.8,23.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,91.1,91.1,91.2,91.2,91.5,91.6,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_XX_1875,Rupal,Women's 400m,Track,,Female,"53.000, 52.700, 52.790, 53.650, 53.340, 52.410, 52.550, 52.650, 53.410, 53.380, 54.260, 54.630, 53.700",53.26692307692308,53.34,0.6749121500287368,52.41,0.106,50.95,48.53,34.1,23.7,33.8,23.4,37.8,26.9,23.4,14.1,23.4,14.1,23.4,14.1,0.0,0.0,0.0,0.0,28.5,0.0,94.2,93.9,94.1,93.9,94.2,94.0,0.0,0.0,0.0,0.0,0.9,0.0,,True
AT_RU_KA_1876,Rupinder Kaur Sohal,Women's Javelin Throw,Throw,37.0,Female,47.66,47.66,47.66,,47.66,,64.0,63.93,10.8,10.9,10.8,10.9,10.8,10.9,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,93.3,93.2,93.3,93.2,93.3,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_DE_1877,Rushikesh Dethe,Men's Long Jump,Jump,21.0,Male,7.14,7.14,7.14,,7.14,,8.27,8.36,31.1,29.1,31.1,29.1,31.1,29.1,31.5,21.0,31.5,21.0,31.5,21.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_RU_PA_1878,Rutuja Pawar,Women's Javelin Throw,Throw,19.0,Female,35.46,35.46,35.46,,35.46,,64.0,63.93,2.0,2.0,2.0,2.0,2.0,2.0,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_AR_1879,S Arokia Rajiv,Men's 400m,Track,,Male,"47.470, 47.740, 46.540, 47.590, 46.630, 47.020, 47.450, 46.640, 47.930",47.22333333333333,47.45,0.5260228131934968,46.54,-0.0035,45.0,43.44,56.8,47.9,55.6,46.7,60.1,51.6,32.9,23.5,32.9,23.5,32.9,23.5,0.0,0.0,0.0,0.0,0.0,0.0,94.5,94.4,94.5,94.4,94.5,94.4,0.0,0.0,0.0,0.0,0.1,0.0,,True
AT_S_EB_1880,S Ebenezer,Men's Shot Put,Throw,21.0,Male,"17.42, 15.52, 17.34",16.76,17.34,1.0746162105607755,17.42,-0.04,21.5,22.15,5.8,4.6,7.6,6.1,7.9,6.3,24.6,14.7,24.6,14.8,24.6,14.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_GO_1881,S Gowsalya,Women's Javelin Throw,Throw,28.0,Female,37.98,37.98,37.98,,37.98,,64.0,63.93,2.6,2.6,2.6,2.6,2.6,2.6,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3,91.4,91.3,91.4,91.3,91.4,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_LO_1882,S Logeshwaran,Men's Long Jump,Jump,22.0,Male,"7.23, 7.36",7.295,7.295,0.0919238815542514,7.36,0.13,8.27,8.36,44.6,42.1,44.6,42.1,46.6,44.1,36.3,25.9,36.3,25.9,36.3,25.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_ME_1883,S Merlin George,Women's Discus Throw,Throw,18.0,Female,39.47,39.47,39.47,,39.47,,64.5,67.51,3.1,2.4,3.1,2.4,3.1,2.4,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,91.2,91.7,91.2,91.7,91.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_ME_1883,S Merlin George,Women's Shot Put,Throw,18.0,Female,13.99,13.99,13.99,,13.99,,18.8,19.86,10.8,7.5,10.8,7.5,10.8,7.5,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,92.9,93.2,92.9,93.2,92.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_RA_1884,S Ravi Prakash,Men's Triple Jump,Jump,20.0,Male,"14.94, 14.53",14.735,14.735,0.2899137802864845,14.94,-0.41,17.22,17.84,17.1,13.2,17.1,13.2,18.9,14.6,25.7,15.4,25.7,15.4,25.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_SR_1885,S Sriireshma,Women's 100m Hurdles,Track,24.0,Female,"14.120, 14.280, 14.040, 14.150, 13.900, 14.270, 13.950, 13.900, 13.950, 14.580, 14.240, 14.580, 14.240, 14.180, 14.220",14.173333333333336,14.18,0.2126253131908893,13.9,0.0159,12.77,12.34,23.4,17.1,23.3,17.0,27.5,20.5,25.9,15.5,25.9,15.5,25.8,15.5,100.0,0.0,100.0,0.0,100.0,31.5,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S._AL_1886,S. Alice Deva Prasanna,Women's High Jump,Jump,18.0,Female,"1.54, 1.67",1.605,1.605,0.0919238815542511,1.67,0.13,1.97,1.99,18.4,17.2,18.4,17.2,24.2,22.7,31.3,22.4,31.3,22.4,31.4,22.4,95.0,95.0,95.0,95.0,95.0,95.0,93.7,93.7,93.7,93.7,93.9,93.9,0.7,0.5,1.1,0.8,3.2,2.0,,True
AT_S_GO_1887,S Gopika,Women's Discus Throw,Throw,19.0,Female,26.61,26.61,26.61,,26.61,,64.5,67.51,0.5,0.4,0.5,0.4,0.5,0.4,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,94.7,95.5,94.7,95.5,94.7,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_GO_1887,S Gopika,Women's Javelin Throw,Throw,19.0,Female,22.07,22.07,22.07,,22.07,,64.0,63.93,0.2,0.2,0.2,0.2,0.2,0.2,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,92.2,92.2,92.2,92.2,92.2,92.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_MI_1888,S Minu Sanjana,Women's Shot Put,Throw,16.0,Female,12.7,12.7,12.7,,12.7,,18.8,19.86,5.7,4.1,5.7,4.1,5.7,4.1,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,92.1,92.5,92.1,92.5,92.1,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_S_JA_1889,S Jayachandran,Men's 110m Hurdles,Track,19.0,Male,"14.470, 14.470",14.47,14.47,0.0,14.47,0.0,13.27,13.09,42.0,38.3,42.0,38.3,42.0,38.3,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_MU_1891,Sabita Murmu,Women's Javelin Throw,Throw,18.0,Female,"40.47, 30.99, 40.37",37.27666666666666,40.37,5.444642626778486,40.47,-0.05,64.0,63.93,0.5,0.5,0.9,0.9,0.9,0.9,20.3,12.2,20.5,12.3,20.6,12.3,0.0,0.0,0.0,0.0,0.0,0.0,87.2,87.2,88.8,88.8,88.8,88.8,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_TO_1892,Sabita Toppo,Women's 100m,Track,20.0,Female,"12.830, 13.110, 12.460",12.8,12.83,0.3260368077380209,12.46,-0.185,11.07,10.87,32.2,27.6,31.6,27.1,39.2,34.3,35.8,25.6,35.8,25.6,35.8,25.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_TO_1892,Sabita Toppo,Women's 100m Hurdles,Track,20.0,Female,"14.260, 14.310, 14.510, 14.170, 14.160, 14.260, 14.320, 14.690, 14.580, 14.580, 14.140, 14.040",14.335,14.285,0.2070792557979147,14.04,0.0008,12.77,12.34,21.3,15.4,21.9,15.9,25.4,18.8,25.9,15.5,25.9,15.5,25.9,15.5,10.5,0.0,31.5,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_TO_1892,Sabita Toppo,Women's Long Jump,Jump,20.0,Female,5.75,5.75,5.75,,5.75,,6.86,6.98,25.9,23.2,25.9,23.2,25.9,23.2,31.5,21.0,31.5,21.0,31.5,21.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_PA_1893,Sachelal Patel,Men's 1500m,Track,,Male,"226.320, 229.500, 223.140",226.32,226.32,3.180000000000007,223.14,-1.59,213.5,208.24,53.6,47.3,53.6,47.3,57.0,50.9,32.8,23.4,32.8,23.4,32.8,23.4,0.0,0.0,0.0,0.0,0.0,0.0,94.4,94.4,94.4,94.4,94.5,94.4,0.1,0.0,0.0,0.0,0.8,0.0,,True
AT_SA_PA_1893,Sachelal Patel,Men's 5000m,Track,,Male,"848.560, 848.560",848.56,848.56,0.0,848.56,0.0,785.0,793.66,40.2,43.0,40.2,43.0,40.2,43.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,94.3,94.3,94.3,94.3,94.3,0.0,0.0,0.0,0.0,0.0,0.1,,True
AT_SA_XX_1894,Sachin,Men's Hammer Throw,Throw,22.0,Male,"58.24, 58.24, 49.99, 55.4, 55.4, 56.12",55.565,55.76,3.025040495596712,58.24,-0.3917,78.2,79.97,3.3,2.8,3.4,2.9,4.6,4.0,24.8,14.9,24.8,14.9,24.9,14.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SA_BI_1895,Sachin Binu,Men's 110m Hurdles,Track,,Male,"14.230, 14.290, 14.250, 14.340, 14.250, 14.230, 14.280, 14.210, 14.020, 14.940, 14.020, 14.940",14.333333333333336,14.25,0.2996462560885395,14.02,0.0299,13.27,13.09,25.4,22.7,26.5,23.8,29.9,27.0,23.3,14.0,23.3,14.0,23.2,13.9,95.0,95.0,95.0,95.0,95.0,95.0,94.0,93.9,94.0,93.9,94.1,94.0,0.0,0.0,0.1,0.0,0.8,0.1,,True
